JOB_TYPE,DEPTH_M,DIAMETER_MM,MATERIAL,LENGTH_M,JOB_COST
0,3.7,90,2,18.69,3776.900392
1,1.93,125,0,22.1,8728.762843999999
0,2.75,50,0,24.64,1882.048738
1,3.9,63,1,38.31,12048.45544
1,3.0,90,0,23.67,7927.749623999999
1,2.11,200,0,24.71,14240.257480000002
1,1.52,200,0,13.6,8965.20872
0,3.9,50,0,38.31,2753.3134800000003
0,2.7,90,0,35.1,3550.905066
0,3.15,125,1,23.42,4472.901178
1,1.53,50,2,12.17,1763.722537
1,2.9,200,2,15.41,15039.00885
1,1.49,90,0,19.56,3991.022298
0,2.56,125,0,23.62,3495.923707
1,1.94,250,0,38.31,22423.13485
0,2.12,125,1,35.03,4096.2736780000005
1,1.74,90,0,20.42,4697.3007450000005
1,2.93,63,0,33.58,8798.056797
1,1.82,50,0,26.63,3387.766353
1,1.66,250,2,38.31,20836.15814
1,2.15,90,2,15.8,6804.051203
1,2.88,200,0,12.17,15718.992180000001
1,1.47,125,2,18.2,5495.361878
1,2.87,90,0,33.53,10093.71282
1,2.03,250,0,28.92,22423.13485
1,1.69,63,0,37.29,4314.314454
0,1.57,125,0,37.64,3165.447807
0,3.9,125,2,38.31,9090.850008
0,2.23,63,0,16.5,1749.84168
0,2.05,250,0,38.31,7783.805993999999
1,2.61,125,1,19.08,12147.20563
1,3.9,63,2,31.12,9202.498097
1,1.68,200,0,24.0,13639.78304
1,2.4,125,0,19.29,11097.061000000002
1,2.37,63,0,22.05,5943.860299
1,2.29,90,0,34.89,9293.718783
1,1.45,63,0,38.31,3105.449732
1,1.45,250,0,12.17,7827.569170000001
1,1.45,200,0,28.96,9836.299756
1,3.53,200,0,36.14,22423.13485
1,3.21,63,1,27.53,8449.677008
1,2.18,63,1,31.25,5484.90512
1,2.1,90,2,19.44,6088.679467
0,3.9,63,1,23.53,3023.0648300000003
0,3.9,90,0,20.12,4314.069308
1,2.43,125,0,24.94,12112.50313
1,2.39,63,1,28.18,5447.247157
1,2.56,250,2,38.31,22052.95477
0,2.6,250,0,26.13,7544.578906999999
1,2.07,200,2,38.31,19977.557240000002
1,1.89,50,2,32.11,3644.071311
1,2.92,50,0,17.76,3727.997104
1,2.48,63,2,16.01,5123.040377
1,3.76,125,2,31.78,17875.1678
0,1.93,200,0,24.22,4982.166913
0,3.18,50,0,25.4,2039.595838
1,2.09,63,1,36.97,5676.723686
0,2.42,250,0,22.98,7441.431079000001
1,2.47,90,0,21.23,7130.907055
0,3.0,125,0,16.51,3408.892154
1,2.2,63,1,21.85,5831.049966
1,3.46,63,0,33.25,10027.13206
1,3.1,63,0,13.11,5619.458383
1,2.24,250,0,37.87,22423.13485
1,2.63,90,0,28.43,8736.849327
1,2.73,250,0,30.49,22423.13485
0,2.53,90,2,25.79,3133.4690769999997
1,2.69,250,2,33.19,22423.13485
0,2.2,125,0,15.45,2985.110586
1,2.56,90,1,33.47,10677.31492
1,3.84,90,2,14.03,8863.848407
0,2.97,90,0,13.22,2345.1516260000003
1,2.97,90,2,17.43,8773.087776
0,2.59,250,1,15.26,8509.292507
1,2.24,50,0,15.71,3288.479346
0,3.35,90,0,13.58,2832.839782
1,2.48,63,1,21.1,5352.335852
1,2.84,63,0,12.17,4025.8263460000003
1,3.38,125,0,20.3,13848.80429
1,3.17,125,1,23.15,13796.24784
1,2.34,63,0,27.22,4680.538921
1,3.69,250,0,25.76,22423.13485
0,3.88,63,0,23.59,2671.909506
0,3.77,90,0,35.27,5144.57328
0,2.74,90,0,15.61,2230.597287
1,2.02,50,0,12.93,2878.104554
1,1.96,63,0,14.37,2998.756393
1,1.45,90,1,36.59,3161.969197
1,2.18,63,1,21.84,4611.914015
1,3.9,90,0,19.93,14828.61794
0,1.45,125,0,17.83,1749.84168
1,3.9,250,2,12.17,22423.13485
1,3.31,90,1,33.07,12463.13333
1,3.5,63,1,27.35,7709.653417
1,2.54,63,2,13.45,4389.092011
1,2.48,63,2,13.98,4109.039039
1,3.9,50,1,21.13,7562.583256999999
0,2.88,90,1,38.31,4138.264952
1,2.34,50,2,17.93,3962.002004
1,1.89,50,0,22.11,3265.945176
1,2.28,250,0,18.1,17547.85929
1,1.96,63,0,13.8,3585.5020630000004
1,3.9,63,1,24.87,9449.709395
1,1.45,63,0,17.81,2011.457688
1,3.74,90,0,19.03,10466.825270000001
1,2.27,63,0,35.39,5297.511246
1,3.58,250,0,25.46,22423.13485
0,1.59,90,2,14.93,1749.84168
0,2.06,125,0,15.61,2336.611731
1,2.41,200,2,32.86,18093.30846
0,3.68,63,0,17.22,2224.897293
1,3.9,125,0,20.64,17578.72333
1,2.19,90,2,16.14,5355.22301
1,3.19,90,1,16.06,8324.336395999999
1,1.94,125,2,16.57,6818.193431000001
1,2.36,125,2,17.3,9147.280484
0,2.74,90,0,14.11,2301.331701
1,2.24,63,0,13.74,4370.742244
1,3.43,63,0,15.82,5977.743217
1,2.71,50,1,30.98,4810.461432
0,2.82,90,1,23.2,2895.0775710000003
1,3.45,125,1,38.31,22250.41413
1,2.75,63,0,35.12,5888.433631
1,1.88,250,2,23.32,18068.53917
0,3.34,63,2,31.24,3172.9335079999996
1,2.42,50,2,20.86,3987.2570939999996
1,1.95,63,0,14.45,3262.825691
0,2.74,90,1,29.07,3532.040817
1,2.48,90,0,20.97,6988.503812000001
1,3.9,63,1,13.51,7900.147031999999
1,2.49,250,0,21.43,22423.13485
1,1.97,63,2,15.75,4239.137622
1,2.3,63,1,36.82,6507.058887
1,1.55,90,1,21.94,4994.1709359999995
0,3.04,50,0,16.06,1749.84168
1,1.73,90,0,18.36,4741.972677000001
1,2.84,90,0,15.64,8670.995332999999
1,3.9,50,2,20.94,6993.7239549999995
1,2.37,63,0,24.18,5629.6432270000005
0,2.35,90,0,24.31,2231.080606
0,3.71,90,2,15.86,3180.188623
1,2.26,50,2,38.06,4167.382842
1,2.13,125,0,17.13,8235.408262
1,2.75,90,0,15.56,7987.553092
1,2.93,125,0,21.15,12402.89576
0,1.45,90,0,23.17,1749.84168
0,2.7,63,1,16.84,2081.230968
1,1.76,90,2,21.38,5944.105129
0,3.65,125,0,23.49,6398.520022
1,1.45,90,0,23.37,4260.681564
1,1.92,63,0,15.39,3412.130486
1,2.33,90,0,22.31,7157.533119
1,3.23,90,0,21.67,9065.389556999999
1,2.2,250,0,38.31,22423.13485
0,3.9,63,2,30.09,3047.987243
0,2.45,90,2,37.96,2741.798856
0,2.74,63,0,30.4,1885.7258010000003
1,3.9,90,1,14.53,12180.74237
0,3.9,63,0,14.01,2243.8187359999997
0,3.9,250,0,32.85,22423.13485
0,2.77,63,0,15.1,1749.84168
1,2.87,125,0,36.87,14616.02599
0,2.91,63,0,15.63,1794.181607
0,1.85,125,0,34.94,3471.874335
0,3.22,125,0,17.03,3095.599812
1,1.74,63,2,26.42,3627.892286
1,2.0,50,0,21.99,3449.2738560000003
1,1.99,200,2,36.42,17113.27737
1,2.07,50,1,38.31,4622.447524
1,2.02,200,0,34.84,16963.84789
1,2.14,50,2,24.01,3984.071657
1,3.9,63,0,12.17,6338.601173
1,3.46,250,2,12.17,22423.13485
1,2.38,250,2,22.99,22299.37668
1,2.51,50,1,16.77,4069.41566
1,3.9,125,0,31.98,20293.26639
1,3.12,63,1,34.33,9047.922484
0,2.01,250,1,25.88,6919.790548000001
1,3.25,90,2,17.91,9171.802468
1,3.19,90,1,23.5,10604.56273
0,3.38,63,0,29.64,3475.922322
1,1.72,125,0,21.12,8604.613456000001
0,1.73,125,0,33.22,2762.023813
1,3.9,250,1,33.37,22423.13485
1,1.77,200,1,18.49,12779.139790000001
0,2.41,90,1,25.92,2588.1448960000002
1,3.82,63,0,16.33,7018.3877760000005
0,2.35,63,1,12.17,1749.84168
1,2.46,125,0,12.17,7967.574286
1,1.62,90,1,36.68,6235.4169170000005
1,3.77,90,2,16.71,10083.881879999999
0,3.65,50,0,31.9,2671.963406
0,1.91,63,0,16.0,1749.84168
1,2.44,200,0,23.73,17650.64916
1,2.38,63,0,21.24,5784.1032700000005
0,2.11,90,0,16.07,2027.1509780000001
0,1.45,50,0,12.17,1749.84168
0,2.86,50,0,25.18,1945.4275670000002
1,1.57,250,0,12.72,15302.79846
1,2.92,125,2,20.88,13383.35916
1,3.9,250,0,12.17,22423.13485
1,2.89,63,0,19.01,5751.530148
0,1.65,63,0,28.38,1749.84168
1,2.0,90,1,22.7,6019.23838
1,1.45,90,0,28.67,3333.082347
0,1.77,90,0,12.49,1749.84168
1,1.96,250,0,25.62,20826.70319
0,1.52,50,0,24.16,1749.84168
1,2.02,63,0,28.03,4820.668603
1,2.98,250,2,12.17,17851.29121
0,2.57,63,0,12.17,1749.84168
1,1.95,250,0,35.3,22423.13485
1,2.51,63,1,35.61,6151.3940649999995
1,2.38,125,1,19.64,8873.903372
0,2.47,200,1,12.17,4257.879451
1,3.16,90,2,17.49,7024.388488
1,2.98,200,0,16.1,16183.89485
0,3.9,200,1,38.31,12773.38888
1,2.32,250,1,26.13,22423.13485
1,1.94,250,1,12.17,10344.40993
1,3.55,50,0,16.52,6140.828047999999
1,3.33,63,0,19.8,7686.151215000001
0,1.71,90,1,14.06,1749.84168
1,1.71,125,0,21.78,6136.830929
1,3.9,250,1,19.94,22423.13485
0,2.21,63,0,13.11,1749.84168
1,1.99,125,0,21.93,8868.130756999999
1,2.0,90,2,26.51,6295.579839999999
1,2.89,250,1,12.9,22423.13485
0,2.66,90,2,12.17,1749.84168
0,3.16,90,0,27.44,4176.115806
0,1.95,63,2,23.0,1749.84168
1,2.15,90,0,28.14,6555.689791
1,1.93,90,1,15.25,4944.908739
1,2.15,90,0,32.68,5477.07197
1,2.15,250,0,13.33,16257.66653
1,3.9,200,0,31.09,22423.13485
1,2.87,200,2,14.01,17757.51124
1,1.45,90,1,12.65,2364.238625
1,1.85,250,2,31.96,18930.783369999997
1,3.37,200,0,32.5,22423.13485
1,1.9,63,0,24.08,3867.495917
1,2.47,63,2,20.59,5821.722691
1,1.56,125,1,34.43,7960.642842
1,2.23,200,0,38.31,22423.13485
0,2.95,125,0,18.73,4020.269788
1,2.95,250,1,29.25,22423.13485
0,3.9,125,0,29.64,6598.44705
1,2.45,63,0,13.93,3724.310442
1,2.92,200,2,29.92,22118.12248
0,3.56,200,0,34.66,10661.04276
1,2.69,125,2,13.9,9051.341301999999
0,3.33,50,2,17.63,1900.139734
1,1.49,200,2,31.02,10613.61925
0,1.82,125,0,22.82,2700.361156
0,1.93,90,0,13.96,1846.196684
1,2.3,63,0,30.31,6094.447906
1,3.19,50,1,32.38,6397.046536
1,2.54,90,0,12.17,6222.0217299999995
1,1.45,200,1,15.72,6707.808522
0,3.21,250,2,12.17,6556.492279
1,1.87,63,0,30.06,3932.5213719999997
0,2.75,90,1,29.51,3407.817053
0,2.98,50,0,14.83,1749.84168
1,1.45,90,2,16.73,3413.012911
1,2.67,63,0,15.81,4904.465827
1,2.58,63,0,38.31,6481.596361999999
1,1.68,200,1,12.67,8190.071523999999
1,1.98,63,2,26.38,5180.9908
1,2.84,50,0,29.83,6438.023207
1,3.82,90,0,12.17,8600.867923
1,2.99,50,1,12.17,3309.892163
1,2.78,90,0,14.94,7371.593695999999
1,2.0,50,0,36.59,3646.327854
1,3.29,90,0,14.25,8316.141765999999
1,1.98,90,2,12.91,5131.809069
1,2.7,125,0,33.14,14551.620340000001
1,1.87,125,0,21.34,8397.680177
0,3.9,50,1,21.6,2643.305016
1,1.91,90,2,25.43,6150.5715390000005
1,2.91,90,2,22.28,8228.935284000001
1,1.45,63,1,38.31,3335.124604
0,2.85,125,0,13.13,3074.038692
1,3.51,63,0,13.97,6848.497281
0,3.9,250,1,31.05,22423.13485
0,1.85,200,1,16.66,3813.0332299999995
1,3.81,90,2,15.86,8902.289104000001
0,2.06,200,1,21.66,4285.921614
1,2.53,90,2,15.22,7205.118944
1,3.08,200,1,25.27,22317.626
1,1.46,200,0,21.64,9507.023711
1,1.6,50,1,27.6,3051.348161
1,3.45,125,0,28.13,15196.05464
1,1.45,63,0,29.46,3267.732548
1,1.59,63,2,36.47,3772.2317369999996
1,3.72,50,0,27.31,6535.006823
1,1.45,250,2,31.24,22423.13485
1,3.9,63,0,13.75,7336.323890000001
0,2.46,63,0,31.35,1981.314866
1,2.13,125,2,19.53,8633.937337000001
1,3.9,90,1,28.31,12843.39905
0,2.0,90,0,27.07,2668.754384
1,2.46,200,0,20.77,15985.889669999999
1,3.9,125,2,23.98,18427.834769999998
1,3.46,90,0,17.64,9428.608897
1,1.62,90,0,32.07,5284.657488
1,2.58,50,0,38.31,5891.1426200000005
0,1.48,90,0,14.99,1749.84168
1,2.81,200,2,34.74,21939.47864
1,1.7,63,1,17.16,3176.289179
1,1.45,90,1,35.51,5360.587498
1,1.81,250,1,19.78,14607.44471
1,1.66,90,0,15.72,3996.7797479999995
1,3.53,90,2,32.3,13431.034469999999
1,2.51,125,0,19.08,8868.28844
1,1.6,50,0,25.2,3244.2325379999997
1,3.06,125,0,18.19,11776.5816
1,3.04,125,1,27.71,12498.38288
1,3.9,90,2,38.31,18724.53885
0,2.48,200,1,18.7,5751.190916
0,3.61,90,1,38.31,4328.854632
1,1.45,200,1,21.33,10097.089559999999
0,2.43,63,2,23.94,1812.8164129999998
1,1.45,250,1,16.26,11871.68265
0,1.58,200,1,38.31,5659.716272
1,1.49,200,0,26.96,12470.260470000001
0,3.27,125,1,33.11,6644.000584
0,2.64,63,0,22.88,2181.8298010000003
1,2.76,125,0,22.04,10426.30337
1,3.87,250,1,21.31,22423.13485
1,3.53,200,2,20.1,22423.13485
1,1.63,63,2,16.63,3468.768235
1,2.43,125,2,27.43,9719.307906
1,2.04,90,0,32.67,7132.2596140000005
1,2.39,250,0,18.24,16478.64343
0,3.71,63,1,17.46,2376.245711
1,3.9,63,0,20.72,9208.540073
1,1.89,63,2,21.16,4220.6766689999995
1,2.26,250,1,18.61,20202.6791
1,2.97,63,0,38.31,7538.277477
1,3.79,250,2,18.65,22423.13485
0,1.47,63,1,18.97,1749.84168
1,2.76,90,0,32.26,10556.82487
1,3.8,125,0,18.91,17037.39705
1,3.33,125,2,29.12,18683.16131
1,1.45,200,0,20.02,7901.459770999999
1,1.45,90,0,37.38,4561.585092
1,3.9,125,0,26.98,15420.724180000001
0,1.83,250,0,34.37,10541.4512
1,3.71,63,0,17.86,7168.2256640000005
1,3.4,90,0,32.47,10170.74588
0,2.16,90,0,19.85,2358.720488
0,3.52,63,2,23.17,2728.704176
1,3.65,125,0,20.85,13683.301080000001
0,2.74,250,1,30.68,16590.43166
1,2.68,63,1,12.17,3748.256176
1,2.34,63,2,38.31,6868.072089
1,2.9,90,1,33.93,8843.189368000001
1,3.69,90,0,38.31,14636.70044
0,3.04,63,0,31.49,2737.9078449999997
1,1.52,90,0,35.22,5592.874536
0,1.75,90,1,38.07,2810.3368140000002
1,1.98,50,1,31.55,3551.4319630000005
1,3.79,50,0,24.19,7143.863528
0,2.85,50,0,24.34,1794.624307
1,1.85,200,1,34.71,11703.34563
0,2.82,200,0,17.45,6096.464486999999
1,2.0,250,1,21.32,22423.13485
1,1.45,125,0,18.37,4468.721665
1,2.81,250,1,26.25,22423.13485
1,2.56,90,1,38.31,9562.949916
0,3.18,250,0,19.57,11154.86938
0,2.63,90,1,24.81,3073.8753920000004
1,3.9,250,2,12.17,22423.13485
1,2.65,125,1,12.46,7877.297041
0,2.07,90,0,15.56,1989.116652
1,1.94,90,2,12.17,3588.0710229999995
1,2.43,125,2,13.95,8050.2190120000005
0,1.45,63,1,14.27,1749.84168
1,3.88,63,2,18.95,7508.617981999999
1,1.45,50,0,12.17,1749.84168
1,3.9,63,2,30.68,8754.148322
1,3.9,63,1,16.51,7563.150229999999
1,2.94,250,0,21.27,22423.13485
1,3.02,63,1,13.87,5405.131318
1,2.09,250,1,23.84,17747.64673
0,1.89,125,0,20.04,2661.966113
1,1.83,90,2,27.09,6399.4551710000005
1,1.63,125,1,14.36,4626.865494
0,3.33,63,0,24.73,2395.379055
0,3.9,90,2,32.56,5143.837829
1,2.08,250,1,21.04,22423.13485
0,1.9,90,2,29.0,2255.144895
1,2.71,90,0,25.9,9357.556698
1,2.37,90,0,38.31,8847.57799
0,1.45,50,2,19.35,1749.84168
0,3.9,125,1,19.66,5127.740596
1,1.45,125,2,38.31,5796.904999
1,1.62,125,0,18.2,6770.51555
0,2.86,90,0,24.87,3597.0573619999996
0,2.21,125,0,21.71,3440.306276
1,3.47,250,0,19.8,22423.13485
1,2.72,125,0,16.47,10238.83946
1,2.94,90,1,24.79,11464.914509999999
0,3.9,125,0,26.87,8858.096345
0,3.54,90,2,32.55,4650.858111
1,1.63,200,1,29.4,11079.62558
1,3.79,50,2,18.21,6566.007865
0,3.19,200,0,20.85,7394.520909000001
1,2.33,200,0,12.17,10855.154129999999
1,3.62,200,2,38.31,22423.13485
1,1.86,125,1,22.57,6937.844595999999
0,3.12,63,2,14.15,1749.84168
1,2.58,90,0,21.14,7846.681141
1,3.46,90,0,36.19,13370.58383
0,3.3,90,0,38.31,3918.351978
1,2.22,90,2,27.87,7307.218534999999
1,2.15,90,1,18.6,6326.351667
0,3.43,63,0,28.26,3186.8622739999996
1,2.92,90,1,29.05,11243.2789
1,1.55,90,2,13.6,3815.367799
1,1.78,90,1,19.15,4835.034121
1,1.99,50,1,14.98,3555.761343
1,3.03,50,0,24.77,4980.378996
1,3.9,200,2,19.02,22423.13485
1,2.76,90,1,21.56,7931.318608
1,3.9,200,1,17.54,22423.13485
0,2.98,250,0,19.36,17070.97158
1,1.77,250,2,37.4,22423.13485
0,2.44,250,1,22.29,6803.210078
1,2.87,90,1,15.47,7428.023286
1,1.89,200,0,38.31,16985.76335
0,3.9,125,2,19.93,5691.141793
1,3.32,200,2,17.38,22423.13485
1,1.45,50,2,33.88,2641.343151
1,3.9,250,1,38.31,22423.13485
1,2.26,250,1,26.75,20073.82537
0,2.45,50,0,14.44,1749.84168
1,1.92,200,0,26.34,12824.36649
1,2.25,63,1,20.97,4310.487354
1,3.02,200,0,29.32,22423.13485
1,2.54,250,0,25.35,22423.13485
1,3.24,63,2,28.88,7328.586872
1,3.07,50,0,29.44,6261.7988350000005
0,2.53,90,0,12.17,1983.1750359999999
0,3.74,90,1,32.65,4584.353874
1,2.89,200,1,38.31,20534.48102
1,3.41,90,2,24.23,10092.96595
1,2.67,63,0,14.07,4254.777037
1,1.86,250,1,12.58,11972.1343
1,2.28,125,0,34.57,12035.27679
1,1.84,250,0,19.17,17767.81986
1,1.94,50,0,12.83,2523.581729
1,1.58,250,1,38.31,19486.4734
1,3.13,50,1,27.48,5737.847096
1,3.0,125,1,31.64,13671.371659999999
1,2.34,125,0,38.31,12666.00576
1,2.27,125,0,21.56,8889.437863
1,3.22,90,1,14.75,8152.672855
1,2.13,50,0,33.2,4531.901267
1,2.06,63,1,34.76,5644.732236
1,3.56,200,0,31.7,22423.13485
0,2.81,250,1,24.71,9000.772945
1,1.74,90,0,27.03,5396.364149
1,3.9,125,0,12.17,14061.98295
1,3.69,50,0,38.31,7543.273620999999
0,3.9,90,2,13.47,3325.258624
1,1.82,50,1,23.95,3522.388389
1,1.45,250,0,20.78,11417.50583
1,3.86,90,0,38.31,16782.14404
0,2.19,125,2,14.5,2562.1293769999997
0,3.01,63,1,30.72,2633.826858
1,2.53,63,1,27.44,5513.509977000001
1,2.04,90,2,24.04,5723.946108
1,3.72,90,0,24.64,10732.30503
1,3.25,125,2,37.75,17443.71724
1,2.31,250,1,30.56,22423.13485
1,3.59,125,2,31.94,17182.819069999998
0,2.91,50,0,12.17,1749.84168
1,1.98,90,1,31.46,6775.276476000001
0,2.14,200,0,20.91,5816.207676
0,1.68,200,1,12.17,2724.015395
0,2.71,90,0,34.31,3198.7509
1,3.09,90,1,21.5,8677.741993000001
1,3.81,90,1,28.78,13110.69408
0,3.86,200,0,30.46,10363.10313
1,2.41,63,0,15.22,4352.935036
1,1.45,90,0,30.54,4882.270026
0,3.32,63,1,32.44,3202.742374
1,1.74,90,0,22.15,5515.927847999999
0,3.17,250,1,38.31,12147.843490000001
1,3.76,125,0,20.43,16636.29886
1,3.4,50,2,29.66,6212.08141
1,3.46,200,0,37.02,22423.13485
1,3.44,90,2,36.71,11419.1423
1,2.28,200,2,24.43,15369.957569999999
1,3.9,90,0,38.31,15863.63514
0,3.9,63,0,14.94,2779.259376
1,1.83,50,0,13.52,2567.1809559999997
1,1.98,250,0,38.31,22423.13485
1,1.67,63,0,28.48,4301.365919
1,1.45,200,1,26.72,8487.607186
1,2.63,63,1,29.75,6622.823569
1,2.09,90,0,25.09,6354.86017
1,2.55,250,1,25.6,22423.13485
1,2.22,63,0,20.05,4643.057332
1,3.42,250,2,18.25,22423.13485
1,3.38,250,1,38.31,22423.13485
1,3.44,250,0,21.88,22423.13485
1,3.24,50,1,37.93,7494.501578
1,3.51,63,0,13.91,6626.532403
1,3.9,63,0,32.1,8113.4082530000005
1,2.42,63,1,25.91,5078.137895
1,2.92,90,1,26.64,8669.534215000001
1,1.69,50,1,23.55,3295.9714710000003
0,1.6,125,0,34.9,2827.888343
1,2.71,125,1,34.79,13736.08733
1,3.15,200,0,38.31,22423.13485
1,2.3,63,0,21.38,3907.5721590000003
1,3.9,90,0,23.05,15534.119490000001
1,2.47,250,0,15.23,19469.26071
0,2.07,63,0,18.33,1749.84168
0,3.25,63,0,14.61,2183.85023
1,3.9,63,2,30.57,10934.228340000001
1,3.9,63,1,38.31,11747.90718
0,3.88,200,0,12.17,6882.181436
0,2.74,250,0,20.14,8848.556897
1,3.57,63,0,38.31,9356.088867
1,1.81,125,1,19.8,7740.890697
1,3.9,90,0,38.31,15404.35131
1,2.8,50,1,28.71,6021.212175
1,2.73,50,0,38.31,6585.9984460000005
0,2.57,63,0,27.1,2636.6851
0,3.34,125,2,14.41,3797.0994630000005
1,2.9,90,0,24.13,9594.21675
0,3.79,250,2,37.07,12701.60179
1,2.24,63,0,29.02,4886.7939049999995
1,2.48,250,0,25.34,20950.37606
1,3.78,200,2,38.31,22423.13485
0,1.45,90,0,20.09,1749.84168
0,3.9,125,1,17.2,5652.869304999999
1,3.35,90,0,14.75,10158.20202
1,3.9,250,0,37.49,22423.13485
0,2.88,90,2,15.06,2770.460732
1,3.9,125,0,15.33,12054.44918
1,2.07,90,0,38.31,7318.2789680000005
1,2.43,200,1,12.21,11937.797509999999
0,3.9,250,2,19.98,14149.33389
1,2.32,63,0,38.31,6709.489570000001
1,3.9,200,0,22.3,22423.13485
0,2.97,200,0,38.31,8528.865921999999
1,3.9,90,1,27.12,12846.95152
1,3.01,63,2,35.89,8079.319675
1,3.21,63,0,38.31,8986.448746
1,3.87,125,1,15.75,14760.55436
1,2.41,63,0,34.63,5291.351501
1,1.77,63,0,12.17,2608.8019010000003
1,2.71,63,2,38.31,6922.235183
1,2.6,90,0,38.31,10270.446109999999
1,1.56,50,1,31.1,3302.783188
0,3.31,90,1,13.9,3194.300485
0,3.9,63,2,34.55,4439.831003
1,1.98,125,2,13.27,7720.517366
1,2.59,200,2,31.08,21932.272380000002
0,3.9,63,1,19.5,3090.768089
0,2.56,200,0,24.74,7637.1755379999995
0,3.11,90,0,32.76,4203.517993
1,3.9,90,1,38.31,16063.2983
1,3.54,250,0,20.59,22423.13485
0,3.9,250,1,16.94,10703.25266
1,1.91,50,0,25.92,3116.397688
1,1.5,90,0,38.31,6212.980357
0,1.52,90,0,27.16,1985.6071239999999
0,2.46,250,0,23.05,7933.955726
1,3.5,125,1,24.16,15304.28617
0,2.07,200,2,14.94,4331.099004
1,3.6,200,0,22.21,20510.537080000002
1,3.9,250,1,31.86,22423.13485
1,1.61,125,0,12.17,5943.691789
0,2.23,250,1,22.29,9195.832451
1,1.65,200,0,12.17,9300.778289
1,2.47,200,2,38.31,19587.81537
0,3.11,90,1,16.06,3212.771488
1,2.1,63,0,18.69,4096.059097
1,1.45,63,0,17.15,2375.304204
1,3.9,250,0,33.04,22423.13485
1,3.56,90,0,38.31,15765.91786
1,1.45,63,1,17.55,2553.2783210000002
0,3.9,90,0,31.71,4939.923118
1,2.77,250,0,25.83,22423.13485
1,1.45,200,0,18.97,9760.199562
1,1.64,200,0,29.56,11432.47117
1,2.89,125,2,27.2,11537.52471
0,3.6,250,0,33.26,15791.02864
0,2.41,90,2,20.81,3103.032456
1,2.62,63,0,14.93,4684.432517
1,3.9,50,0,25.45,8967.737702
1,1.87,200,0,29.9,13462.42029
1,1.45,90,0,21.85,4443.454485
1,1.67,125,2,12.54,5641.85267
1,3.9,200,0,37.74,22423.13485
1,1.87,90,0,30.69,6958.049095
1,3.35,90,1,24.24,10710.90631
1,2.19,200,0,32.32,16275.638619999998
1,1.74,90,0,23.91,5703.232981
1,2.24,50,2,15.95,2940.291619
0,2.72,63,2,36.13,2599.64728
0,2.35,90,0,30.49,3098.422762
0,2.24,90,1,38.31,3146.008595
1,2.2,250,0,31.32,20666.49866
1,2.96,63,2,26.4,7431.060345999999
1,2.32,125,0,22.33,9779.141923000001
0,3.68,250,0,38.31,13651.732909999999
1,1.96,125,0,25.61,7549.623935
0,3.06,250,0,21.77,7576.593737
1,3.05,63,1,27.56,5929.455913000001
0,3.79,125,1,20.56,4456.166373
1,2.17,50,2,38.31,4901.125148
1,1.82,125,0,16.62,6699.825835000001
1,1.57,90,0,38.31,6624.926785000001
1,3.9,63,1,21.87,8043.609697
1,2.72,50,0,38.15,6417.433215999999
1,1.95,125,1,12.17,5883.870208
1,2.38,200,0,32.88,17476.83864
1,2.85,90,0,27.88,9360.535463
1,2.94,90,0,25.18,9279.977061
1,3.17,90,0,36.67,12798.80485
1,2.0,90,0,17.59,6820.326583
1,1.71,125,0,12.63,5077.607519
1,3.07,50,2,28.24,5840.747426
1,3.28,63,0,24.35,7950.353235
1,2.19,63,1,27.27,4648.837853
0,1.75,50,1,19.24,1749.84168
1,2.34,90,1,34.39,10012.51306
1,3.39,63,2,14.16,6465.55727
0,3.9,125,1,16.24,4649.879035
0,1.8,90,1,17.99,1841.6737100000003
1,3.9,63,0,19.31,8449.138467
1,2.24,50,1,16.49,3159.1399079999997
0,2.71,63,2,21.98,2311.893338
0,3.1,63,0,24.91,2452.9409370000003
1,3.0,90,1,35.43,12386.125329999999
1,1.77,250,0,38.31,19790.2372
1,3.9,50,1,38.31,10596.85214
1,2.94,63,0,24.11,5882.713154
1,2.4,125,0,22.73,10329.9715
1,2.39,90,0,38.31,9609.440692
0,2.26,50,0,15.0,1749.84168
1,1.46,200,2,15.41,8821.815368000001
1,3.61,50,2,22.62,6118.4930509999995
1,2.01,63,1,26.76,5158.574492
1,1.61,125,0,23.42,6429.245763
1,1.57,63,0,31.89,3577.711096
0,2.92,63,0,23.31,2450.342909
1,1.54,250,0,16.67,18526.46413
1,2.56,250,0,38.31,22423.13485
0,3.64,250,0,20.88,8919.074365
0,3.9,50,2,22.17,2821.186388
1,3.47,90,0,13.66,7118.720415000001
0,2.46,200,0,23.55,6456.545854999999
1,2.02,63,2,37.38,6268.200226
1,2.21,90,0,35.22,8630.102584999999
0,2.61,200,0,27.98,8672.415933
0,2.26,125,0,23.42,3144.431005
1,3.18,63,1,31.49,8456.368629999999
1,2.93,90,0,12.17,7208.42196
0,1.45,125,0,23.57,1817.194786
1,3.9,63,1,33.08,9780.68589
1,1.75,90,0,22.88,6401.835677
1,2.16,90,0,38.31,7255.76531
1,1.89,200,0,20.07,11514.678179999999
0,1.45,250,0,36.52,4065.640042
0,2.49,63,1,29.78,1813.92991
1,2.03,250,1,18.44,22423.13485
1,3.66,63,2,37.48,9040.829021
1,1.57,125,1,14.24,4944.141628
1,2.94,250,1,18.72,22423.13485
0,2.41,63,1,29.67,2298.726337
