JOB_ID,JOB_TYPE,DEPTH_M,DIAMETER_MM,MATERIAL,LENGTH_M,JOB_COST
Job 3879,Replace,2.09,63,ST,35.44,6135.355174
Job 3880,Replace,4.8,63,AC,10.62,6835.07669
Job 3881,Replace,3.23,50,ST,10.05,3911.6297
Job 3882,Replace,1.65,90,ST,16.33,4786.937535
Job 3883,Replace,2.18,90,AC,37.71,8462.627506
Job 3884,Repair,2.01,315,AC,19.26,7896.661079
Job 3885,Replace,3.86,125,AC,31.13,20357.40785
Job 3886,Replace,1.78,200,CI,26.95,11375.3544
Job 3887,Replace,2.19,125,CI,26.9,10884.48719
Job 3888,Replace,3.19,125,ST,32.43,15730.2155
Job 3889,Replace,2.26,63,AC,27.19,4918.068407
Job 3890,Replace,2.67,90,AC,18.23,7594.10264
Job 3891,Repair,2.25,63,AC,23.22,1941.265021
Job 3892,Replace,4.8,125,AC,38.25,27088.9369
Job 3893,Repair,3.86,200,CI,26.7,8977.686072
Job 3894,Repair,1.97,63,CI,43.3,2184.646401
Job 3895,Replace,2.7,200,AC,30.45,18226.0152
Job 3896,Replace,2.19,90,AC,30.52,6596.204515
Job 3897,Repair,2.9,63,AC,21.84,2140.969335
Job 3898,Replace,2.63,90,CI,38.31,10408.62962
Job 3899,Replace,2.41,200,AC,38.55,19774.05907
Job 3900,Replace,1.93,200,CI,35.96,18207.01779
Job 3901,Repair,2.61,125,ST,11.68,3148.928122
Job 3902,Replace,4.48,125,ST,13.12,15682.7563
Job 3903,Repair,2.83,50,AC,20.9,1519.936574
Job 3904,Replace,2.38,90,ST,31.34,8869.946306
Job 3905,Replace,2.17,90,AC,22.76,7704.342606
Job 3906,Repair,2.59,125,AC,38.76,4105.315197
Job 3907,Replace,3.76,90,ST,30.76,11693.64476
Job 3908,Replace,1.93,200,AC,17.56,13055.19693
Job 3909,Repair,3.26,63,ST,28.33,3004.307137
Job 3910,Replace,3.66,90,ST,29.08,14839.07086
Job 3911,Replace,3.57,250,CI,11.07,19583.57535
Job 3912,Replace,3.09,200,ST,24.63,23082.41442
Job 3913,Repair,3.12,200,CI,18.61,6371.624728
Job 3914,Replace,1.98,50,AC,21.94,3672.479798
Job 3915,Repair,3,90,CI,17.81,2893.676998
Job 3916,Replace,2.97,63,CI,34.92,6974.65248
Job 3917,Replace,2.16,90,CI,20.56,6907.902468
Job 3918,Replace,2.78,125,AC,14.25,10773.64516
Job 3919,Repair,2.22,63,CI,26.54,2165.33773
Job 3920,Replace,3.47,125,AC,17.43,11937.74848
Job 3921,Replace,4.01,125,AC,22.35,20540.25976
Job 3922,Replace,3.47,125,ST,27.63,16352.25178
Job 3923,Repair,3.08,90,AC,23.17,3772.467534
Job 3924,Replace,2.37,315,AC,9.7,14224.98162
Job 3925,Repair,2.33,90,ST,22.76,2733.541538
Job 3926,Repair,1.36,90,AC,24.07,1258.254953
Job 3927,Repair,2.2,90,ST,32.19,2663.927824
Job 3928,Replace,2.08,50,CI,20.3,3008.23239
Job 3929,Replace,2,250,CI,24.84,16814.04395
Job 3930,Replace,1.58,90,CI,31.52,5628.185391
Job 3931,Replace,2.9,63,CI,35.95,7898.948997
Job 3932,Replace,3.01,125,AC,17.9,8014.080873
Job 3933,Replace,2.92,90,ST,27.83,10714.87102
Job 3934,Replace,3.36,63,ST,18.5,5664.28392
Job 3935,Repair,1.69,63,AC,20.34,1122.640136
Job 3936,Repair,4.9,50,AC,16.18,2943.015216
Job 3937,Replace,4.02,200,CI,45.12,37427.83291
Job 3938,Repair,3.24,50,CI,21.44,2242.350393
Job 3939,Replace,3.11,315,AC,15.28,26275.97344
Job 3940,Replace,1.96,90,AC,9.32,4178.288095
Job 3941,Repair,3.69,125,CI,43.98,6451.497115
Job 3942,Replace,2.61,90,AC,34.74,8763.26271
Job 3943,Replace,3.07,90,AC,17.53,7685.337961
Job 3944,Replace,4.15,63,AC,30.57,10607.98532
Job 3945,Replace,2.04,63,AC,11.26,3254.085766
Job 3946,Replace,3.68,450,AC,13.49,47281.52371
Job 3947,Replace,3.34,90,ST,25.64,8650.224137
Job 3948,Replace,3.16,63,CI,23.12,6401.867534
Job 3949,Repair,3.67,63,AC,37.34,3719.17445
Job 3950,Repair,2.96,63,CI,19.66,1904.140239
Job 3951,Repair,1.61,90,ST,15.47,1527.205863
Job 3952,Replace,2.46,90,AC,16.56,6356.579627
Job 3953,Repair,3.91,90,ST,18.64,4238.980229
Job 3954,Replace,2.59,200,AC,10.33,13606.51467
Job 3955,Replace,2.34,63,AC,21.03,4535.699371
Job 3956,Replace,3.09,63,AC,14.6,5313.367369
Job 3957,Replace,2.44,250,ST,34.37,21532.29518
Job 3958,Replace,3,250,AC,14.4,25894.58539
Job 3959,Replace,4.57,90,AC,27.76,18297.27241
Job 3960,Repair,3.2,200,ST,23.72,8201.383205
Job 3961,Replace,2.73,63,AC,12.6,4095.993801
Job 3962,Replace,3,63,AC,17.82,5700.791107
Job 3963,Replace,3.65,125,AC,15.18,14221.08839
Job 3964,Repair,4.15,125,AC,34.82,6943.776542
Job 3965,Replace,1.69,125,AC,24.45,9567.562924
Job 3966,Replace,3.32,315,ST,23.46,46646.00327
Job 3967,Replace,2.36,125,CI,28.32,11097.98636
Job 3968,Repair,2.78,200,AC,28.34,7480.779218
Job 3969,Repair,1.57,250,ST,20.16,4771.506658
Job 3970,Repair,3.59,125,CI,20.03,5171.367826
Job 3971,Repair,1.61,63,ST,45.31,1701.423121
Job 3972,Replace,1.48,125,AC,21.56,7189.566045
Job 3973,Replace,3.16,63,AC,33,7539.195567
Job 3974,Replace,2.38,200,ST,35.16,19173.02017
Job 3975,Replace,2.36,125,CI,20.85,8007.804332
Job 3976,Replace,3.16,90,ST,35.87,10882.04832
Job 3977,Repair,1.63,90,ST,21.26,1613.865962
Job 3978,Replace,1.98,125,AC,42.24,10391.14941
Job 3979,Repair,1.68,50,CI,25.77,1196.19124
Job 3980,Replace,2.63,63,CI,24.22,6585.642443
Job 3981,Replace,2.04,63,AC,39.79,5553.330329
Job 3982,Repair,2.26,250,ST,15.92,6403.244203
Job 3983,Repair,1.53,125,CI,48.37,3030.905764
Job 3984,Replace,3.27,125,AC,19.53,12341.63416
Job 3985,Repair,2.5,315,AC,22.8,8885.51228
Job 3986,Replace,3.18,200,ST,15.39,20638.65201
Job 3987,Repair,4.25,50,AC,15.17,2082.671346
Job 3988,Replace,2.66,63,AC,35.24,7898.910896
Job 3989,Repair,2.05,90,AC,27.61,2618.344947
Job 3990,Replace,4.04,90,AC,36.28,14047.71445
Job 3991,Replace,1.64,125,CI,33.22,8223.242362
Job 3992,Replace,3.11,50,AC,15.33,4689.200965
Job 3993,Repair,2.16,63,AC,21.05,1699.785854
Job 3994,Repair,2.74,50,AC,8.29,999.502821
Job 3995,Replace,2.51,125,ST,28.31,14167.87473
Job 3996,Repair,2.95,90,AC,22.04,3227.975226
Job 3997,Repair,3.21,90,CI,35.61,4435.044818
Job 3998,Replace,3.5,63,AC,36.62,9227.419976
Job 3999,Repair,2.59,50,ST,24.6,1672.806168
Job 4000,Replace,3.25,63,ST,10.55,5262.504073
Job 4001,Repair,1.8,125,AC,34.69,2913.793692
Job 4002,Replace,4.12,63,ST,39.07,13516.61986
Job 4003,Replace,4.06,63,CI,14.96,6079.146211
Job 4004,Replace,1.69,200,AC,13.33,8903.349921
Job 4005,Replace,3.35,90,AC,35.71,12596.02617
Job 4006,Replace,3.53,200,CI,26.51,28668.1214
Job 4007,Replace,3.7,125,AC,25.25,16094.0456
Job 4008,Replace,2.12,250,CI,25.68,18325.82998
Job 4009,Replace,2.55,200,CI,35.16,21789.52278
Job 4010,Repair,3.47,63,CI,15.7,1922.903242
Job 4011,Repair,2.99,450,ST,13.14,15090.18518
Job 4012,Replace,2.04,125,AC,23.16,9891.762294
Job 4013,Replace,2.69,125,CI,22.8,11107.30163
Job 4014,Replace,3.05,63,AC,22.22,6554.687927
Job 4015,Replace,2.39,125,ST,34.03,11809.85744
Job 4016,Repair,1.8,50,CI,48.66,1533.796857
Job 4017,Replace,1.34,50,AC,24.8,2664.855373
Job 4018,Replace,4.82,200,ST,17.97,25719.22649
Job 4019,Replace,2.08,200,AC,31.87,16363.17643
Job 4020,Replace,1.44,63,AC,16.8,2509.965783
Job 4021,Replace,2.88,63,AC,23.24,5828.310128
Job 4022,Repair,2.94,90,CI,26.48,3292.898766
Job 4023,Replace,4.61,63,AC,42.33,14091.87986
Job 4024,Replace,2.28,50,AC,32.33,4415.014598
Job 4025,Replace,3.45,315,AC,29.62,52547.38695
Job 4026,Replace,2.96,125,CI,10.48,9920.151185
Job 4027,Replace,2.91,63,ST,30.37,6123.052518
Job 4028,Replace,1.24,50,AC,22.37,2259.30207
Job 4029,Replace,2.09,90,CI,25.5,6167.794233
Job 4030,Replace,3.13,125,ST,11.97,8246.523688
Job 4031,Replace,3.32,63,AC,18.07,5737.967381
Job 4032,Repair,2.15,125,CI,19.86,2937.081816
Job 4033,Replace,3.85,250,AC,32.58,37130.93448
Job 4034,Replace,1.83,250,ST,20.34,16368.36547
Job 4035,Replace,3.48,315,AC,16.36,32149.54387
Job 4036,Replace,2.37,125,AC,29.76,13376.66868
Job 4037,Repair,1.33,200,AC,13.47,2669.448752
Job 4038,Replace,2.49,125,AC,26.24,10502.34161
Job 4039,Replace,2.54,90,CI,15.74,7278.092351
Job 4040,Repair,2.56,63,AC,24.71,2034.964616
Job 4041,Repair,3.46,50,ST,14.49,1540.539194
Job 4042,Replace,2.01,125,AC,32.45,10035.25798
Job 4043,Replace,2.65,125,ST,36.25,13938.70038
Job 4044,Replace,3.47,90,ST,31.84,13506.17294
Job 4045,Repair,2.41,200,ST,48.72,6877.869734
Job 4046,Repair,1.68,90,ST,45.61,2465.328083
Job 4047,Replace,2.68,200,CI,26.85,18249.89176
Job 4048,Replace,2.19,125,CI,34.74,11043.09299
Job 4049,Repair,3.54,200,CI,38.38,10990.11287
Job 4050,Replace,3.32,250,ST,27.27,31932.26028
Job 4051,Replace,1.81,63,AC,16.18,3026.249534
Job 4052,Replace,2.05,90,AC,28.33,7396.972087
Job 4053,Replace,1.83,90,CI,18.81,4829.585042
Job 4054,Repair,1.92,50,CI,38.58,1140.592713
Job 4055,Replace,3.06,63,AC,25.96,6701.572668
Job 4056,Replace,2.02,90,AC,30.64,7019.544673
Job 4057,Replace,2.43,63,AC,23.9,5033.964456
Job 4058,Repair,2.26,90,ST,20.6,2379.875992
Job 4059,Replace,1.77,90,ST,22.03,4778.90009
Job 4060,Replace,1.37,50,ST,23.41,2304.82674
Job 4061,Replace,3.98,450,AC,12.8,43504.39476
Job 4062,Replace,1.84,63,ST,16.78,3609.37122
Job 4063,Repair,1.89,200,AC,22.5,4582.539622
Job 4064,Replace,2.93,125,CI,20.19,9816.832122
Job 4065,Replace,2.12,50,AC,25.1,3772.860315
Job 4066,Replace,2.36,63,CI,15.88,3732.923669
Job 4067,Replace,1.93,50,ST,36.36,4553.560079
Job 4068,Replace,1.76,125,ST,22.72,8145.189519
Job 4069,Repair,3.03,125,CI,16.74,3768.939289
Job 4070,Repair,1.59,63,CI,39.44,1580.409617
Job 4071,Repair,1.46,90,AC,17.69,1434.942404
Job 4072,Replace,3.03,200,AC,17.7,17472.48667
Job 4073,Repair,1.61,315,CI,11.07,4466.272042
Job 4074,Replace,2.12,50,CI,33.66,4259.942958
Job 4075,Replace,2.13,200,ST,20.14,12123.14249
Job 4076,Replace,3.39,63,AC,23.79,8774.40933
Job 4077,Replace,3.43,125,AC,26.34,15385.27835
Job 4078,Replace,3.78,90,ST,21.3,10840.8266
Job 4079,Replace,2.21,50,AC,27.74,4197.822247
Job 4080,Repair,4.06,200,CI,26.19,9867.071184
Job 4081,Repair,2.48,125,CI,22.26,4226.7149
Job 4082,Replace,3.79,250,CI,18.44,28515.01613
Job 4083,Replace,1.29,90,AC,24.96,3489.337618
Job 4084,Replace,2.1,200,AC,21.37,13959.48565
Job 4085,Replace,2.83,90,ST,21.62,8949.454966
Job 4086,Replace,2.66,63,CI,11.53,4546.975841
Job 4087,Replace,1.9,63,AC,10.8,3207.560228
Job 4088,Replace,2.42,250,ST,46.75,28793.39131
Job 4089,Replace,1.86,90,AC,22.59,5767.313002
Job 4090,Repair,1.07,90,CI,20.79,1109.555445
Job 4091,Replace,2.01,125,CI,28.46,9846.699594
Job 4092,Replace,3.15,250,AC,33.76,32755.30615
Job 4093,Replace,1.87,90,AC,29.64,6131.567456
Job 4094,Replace,1.39,63,AC,13,1994.544559
Job 4095,Repair,2.3,90,AC,24.74,2535.307412
Job 4096,Replace,1.64,90,ST,35.63,6878.746161
Job 4097,Replace,2.58,63,AC,23.52,5552.97172
Job 4098,Repair,2.03,200,CI,23.15,5464.527609
Job 4099,Replace,2.03,125,CI,29.89,8573.171918
Job 4100,Repair,2.59,200,AC,28.78,7483.626166
Job 4101,Replace,2.9,90,AC,46.35,9821.262661
Job 4102,Repair,3.48,63,AC,11.6,2340.069559
Job 4103,Replace,3.79,200,AC,16.75,22327.87202
Job 4104,Repair,2.42,315,AC,14.25,9010.282629
Job 4105,Replace,4.13,90,ST,19.4,13026.87137
Job 4106,Replace,2.92,90,AC,10.97,6102.880476
Job 4107,Repair,2.91,450,ST,35.92,21199.07635
Job 4108,Replace,2.23,200,AC,41.58,22316.29785
Job 4109,Replace,1.62,63,AC,35.61,4269.115745
Job 4110,Replace,2.56,63,AC,37.7,6161.114781
Job 4111,Replace,3.09,125,ST,44.58,18438.83861
Job 4112,Replace,4.68,200,AC,23.63,34696.91043
Job 4113,Replace,2.66,63,CI,16.58,4290.430646
Job 4114,Repair,3.9,90,AC,33.79,5330.047224
Job 4115,Replace,3.59,63,ST,19.52,7321.09077
Job 4116,Replace,3.54,63,AC,22.9,7080.506968
Job 4117,Replace,2.14,50,AC,33.17,3972.671935
Job 4118,Repair,3.05,50,AC,29.17,2506.215274
Job 4119,Replace,2.84,90,CI,17.34,8062.923279
Job 4120,Repair,2.45,63,CI,29.63,2153.516728
Job 4121,Repair,3.29,63,AC,34.31,3254.442512
Job 4122,Replace,2.08,90,ST,29.33,7580.799143
Job 4123,Repair,4.27,125,AC,14.96,5851.189085
Job 4124,Replace,1.52,50,ST,14.18,2199.577308
Job 4125,Replace,2.35,90,AC,24.35,7737.576021
Job 4126,Replace,2.15,250,AC,9.76,13521.58522
Job 4127,Replace,3.57,90,ST,31.37,13251.30379
Job 4128,Repair,3.48,90,ST,27.33,4181.208682
Job 4129,Repair,2.38,200,CI,28.35,6664.726664
Job 4130,Repair,2.11,63,CI,14.13,1645.971946
Job 4131,Replace,3.22,125,ST,15.68,13743.1691
Job 4132,Repair,2.19,50,CI,13.37,1080.167393
Job 4133,Replace,2.76,63,CI,13.08,4847.088416
Job 4134,Replace,4.46,90,AC,39.38,16484.84489
Job 4135,Repair,3.89,125,CI,21.53,4751.048953
Job 4136,Replace,3.63,125,ST,16.89,12599.90126
Job 4137,Replace,3.49,315,ST,20.63,34589.7239
Job 4138,Replace,1.39,90,AC,27.57,4211.265083
Job 4139,Replace,1.67,90,AC,13.42,3899.265546
Job 4140,Repair,2.29,200,ST,11.74,3764.318718
Job 4141,Replace,2.67,63,AC,35.41,6498.116695
Job 4142,Replace,1.66,250,CI,16.51,10749.45601
Job 4143,Replace,2.11,90,ST,20.74,6821.820256
Job 4144,Repair,2.7,90,CI,29.1,2901.512158
Job 4145,Repair,2.05,315,AC,37.42,9552.391319
Job 4146,Repair,2.88,200,CI,27.17,7321.726069
Job 4147,Replace,2.37,200,CI,23.19,14279.46451
Job 4148,Replace,2.94,125,ST,46.95,17579.71171
Job 4149,Replace,1.99,50,AC,14.18,2570.993903
Job 4150,Replace,4.74,90,ST,12.45,13759.79171
Job 4151,Replace,3.65,90,CI,36.46,16264.82042
Job 4152,Repair,1.75,63,CI,38.33,1825.563703
Job 4153,Replace,1.1,125,AC,14.14,3966.723946
Job 4154,Replace,2.77,63,ST,25.02,6810.574795
Job 4155,Replace,3.5,63,ST,17.09,7483.270566
Job 4156,Replace,1.69,63,CI,18.45,3937.87478
Job 4157,Replace,2.41,90,ST,13.77,6272.191681
Job 4158,Replace,2.16,90,AC,14.67,5397.342973
Job 4159,Replace,1.45,90,AC,34.34,6263.532537
Job 4160,Repair,1.87,200,CI,19.24,3179.179619
Job 4161,Repair,2.25,125,AC,19.36,2623.450991
Job 4162,Replace,3.77,63,AC,15.11,6223.300545
Job 4163,Repair,1.75,200,AC,21.78,4088.002098
Job 4164,Replace,2.55,63,ST,16.96,5177.805513
Job 4165,Replace,1.55,90,AC,18.94,3857.12368
Job 4166,Replace,1.91,200,AC,13.87,9251.255736
Job 4167,Replace,3.16,450,ST,34.58,55632.12952
Job 4168,Replace,2.39,450,AC,15.34,32664.44889
Job 4169,Replace,2.08,63,AC,27.11,5243.523454
Job 4170,Replace,1.35,63,CI,19.22,2764.100525
Job 4171,Replace,1.92,125,CI,11.5,5728.75163
Job 4172,Replace,2.35,63,ST,33.4,5767.754636
Job 4173,Replace,2.55,125,AC,11.85,8480.35329
Job 4174,Repair,2.61,63,AC,13.66,1656.883268
Job 4175,Replace,4.7,63,CI,26.52,11197.28328
Job 4176,Repair,2.77,125,AC,15.51,3040.539513
Job 4177,Repair,1.64,200,AC,16.8,3859.745053
Job 4178,Replace,4.39,90,AC,44.79,16279.61222
Job 4179,Replace,1.29,63,CI,17.41,2776.541228
Job 4180,Replace,3.78,125,CI,33.13,19972.81166
Job 4181,Replace,3.49,90,CI,22.31,10344.47565
Job 4182,Replace,2.31,50,AC,19.38,3497.175219
Job 4183,Replace,3.06,50,AC,39.36,5934.074842
Job 4184,Replace,1.91,315,AC,15.97,18999.83454
Job 4185,Replace,2.54,250,CI,33.82,30834.43236
Job 4186,Replace,1.43,63,AC,19.37,3271.394775
Job 4187,Replace,4.08,50,AC,30.19,7674.994601
Job 4188,Repair,2.58,63,AC,10.95,1409.22036
Job 4189,Repair,1.88,125,CI,37.94,3119.678079
Job 4190,Replace,1.34,90,AC,34.41,4673.804614
Job 4191,Replace,4.13,63,CI,22.94,10265.11514
Job 4192,Replace,3.94,90,CI,28.69,12106.72638
Job 4193,Replace,2.22,250,CI,22.96,21109.83789
Job 4194,Replace,2.79,90,AC,14.72,7666.921444
Job 4195,Replace,3.17,63,AC,18.09,7099.75138
Job 4196,Repair,2.34,450,AC,23.13,14668.53339
Job 4197,Replace,1.74,90,CI,16.74,4107.782717
Job 4198,Replace,3.23,50,AC,46.31,6592.392286
Job 4199,Repair,2.45,63,CI,34.32,2079.694926
Job 4200,Replace,2.48,90,CI,28.97,9907.175639
Job 4201,Replace,2.12,90,AC,14.01,4682.839144
Job 4202,Repair,3.47,90,ST,30.25,4005.195341
Job 4203,Repair,3.47,50,CI,20.85,1942.773631
Job 4204,Replace,1.78,90,AC,10.47,3952.406951
Job 4205,Replace,2.08,90,CI,17.8,5508.945109
Job 4206,Replace,3.36,90,AC,47.7,14532.11463
Job 4207,Replace,2.16,50,AC,37.78,4725.044961
Job 4208,Replace,3.11,90,AC,19.59,9929.612733
Job 4209,Repair,2.51,63,AC,36.99,2525.615667
Job 4210,Replace,2.76,200,AC,30.77,21487.76761
Job 4211,Repair,2.04,200,AC,32.57,5006.416882
Job 4212,Replace,2.87,90,ST,33.68,11662.59691
Job 4213,Replace,2.17,200,AC,16.88,13108.05145
Job 4214,Repair,2.79,90,ST,21.12,3255.623151
Job 4215,Replace,1.97,200,ST,36.35,17386.47202
Job 4216,Repair,1.44,50,ST,21.57,782.1072301
Job 4217,Replace,4.21,200,AC,31.54,36930.35108
Job 4218,Repair,1.43,125,ST,28.06,2340.940244
Job 4219,Replace,2.21,90,AC,33.46,7374.217605
Job 4220,Replace,3.65,63,AC,20.76,7152.020578
Job 4221,Replace,2.99,63,CI,24.32,6715.13147
Job 4222,Repair,2.72,125,ST,28.76,4827.210656
Job 4223,Replace,1.72,200,AC,13.52,10739.77786
Job 4224,Replace,2.94,250,CI,19.35,20338.16967
Job 4225,Replace,2.18,315,AC,31.37,27833.03126
Job 4226,Replace,2.16,125,ST,37.15,9224.137317
Job 4227,Replace,2.85,315,ST,17.68,27792.26312
Job 4228,Replace,2.7,450,CI,40,58659.74378
Job 4229,Replace,1.82,63,ST,20.73,4563.803765
Job 4230,Replace,2.24,90,AC,30.24,10419.34414
Job 4231,Replace,3.16,125,AC,19.35,13894.36853
Job 4232,Repair,2,125,ST,19.59,2682.755253
Job 4233,Replace,2.23,450,ST,20.78,34116.98206
Job 4234,Replace,1.94,63,AC,22.26,4622.913434
Job 4235,Repair,4.53,90,AC,16.94,4489.075316
Job 4236,Replace,1.88,90,ST,26.13,6543.697384
Job 4237,Replace,1.93,63,ST,35.51,5136.036904
Job 4238,Repair,4.69,90,AC,23.52,5099.82874
Job 4239,Replace,1.32,315,AC,12.87,9828.575144
Job 4240,Repair,2.94,50,AC,9.26,957.9532785
Job 4241,Replace,2.96,125,AC,28.17,14699.20663
Job 4242,Replace,2.37,63,ST,19.34,5194.983475
Job 4243,Repair,3.16,63,ST,25.37,2277.033083
Job 4244,Repair,3.05,90,AC,25.33,4020.982821
Job 4245,Replace,2.28,50,ST,20.26,4112.879505
Job 4246,Replace,3.23,90,AC,47.32,15633.98821
Job 4247,Replace,2.85,50,AC,32.91,5768.854493
Job 4248,Replace,2.22,90,ST,12.65,5255.740756
Job 4249,Replace,2.5,50,ST,14.52,3531.543165
Job 4250,Repair,1.83,90,CI,32.81,2523.177768
Job 4251,Replace,3.01,200,CI,21.97,24511.88137
Job 4252,Repair,1.72,315,AC,17.59,5605.447756
Job 4253,Repair,1.68,200,ST,23.9,3762.098354
Job 4254,Repair,1.96,63,AC,19.14,1076.543974
Job 4255,Repair,2.59,63,ST,33.01,2289.924217
Job 4256,Replace,3.23,50,CI,47.71,8329.814674
Job 4257,Replace,1.65,200,CI,21.18,9565.073187
Job 4258,Replace,4.51,50,AC,17.21,6849.255343
Job 4259,Replace,4.49,450,AC,10.34,48117.66388
Job 4260,Replace,1.85,200,AC,11.08,8600.057348
Job 4261,Replace,3.2,50,AC,14.76,4242.005988
Job 4262,Repair,2.64,200,ST,32.54,7398.133141
Job 4263,Repair,1.81,50,CI,14.98,973.7997867
Job 4264,Replace,3.82,90,ST,17.74,8964.911869
Job 4265,Replace,2.42,50,AC,31.88,4388.982007
Job 4266,Replace,2.06,90,CI,17.38,5758.374694
Job 4267,Repair,1.89,90,AC,26.97,2001.665017
Job 4268,Repair,2.94,450,ST,27.59,17007.61741
Job 4269,Repair,3.16,200,CI,17.72,6865.09567
Job 4270,Replace,2.16,125,CI,23.03,10242.89917
Job 4271,Replace,2.89,90,AC,22.15,9293.528042
Job 4272,Repair,1.62,200,CI,21.26,3585.071005
Job 4273,Replace,1.69,200,AC,20.49,11296.71618
Job 4274,Replace,1.96,90,CI,16.16,4938.451685
Job 4275,Repair,2.65,125,ST,37.57,5713.473661
Job 4276,Replace,2.96,63,AC,12.12,5044.242354
Job 4277,Replace,3.52,63,AC,18.37,6641.414962
Job 4278,Replace,2.46,90,AC,20.57,6647.979519
Job 4279,Replace,1.22,250,AC,26.2,10938.77577
Job 4280,Repair,4.07,200,AC,15.59,9097.327718
Job 4281,Repair,2.14,90,CI,30.77,2451.562351
Job 4282,Replace,3.99,90,CI,35.77,15996.05668
Job 4283,Replace,3.15,200,AC,24.51,23342.36041
Job 4284,Replace,1.36,63,CI,15.5,2430.07991
Job 4285,Repair,3.85,90,AC,16.91,4500.214893
Job 4286,Replace,1.16,450,ST,41.26,24908.31725
Job 4287,Replace,4.14,90,AC,25.25,13168.7819
Job 4288,Repair,1.66,90,AC,25.37,2517.391117
Job 4289,Replace,2.39,63,AC,23.99,4762.688756
Job 4290,Repair,4.01,63,CI,31.9,3510.137689
Job 4291,Replace,3.56,125,AC,31.5,19076.59177
Job 4292,Replace,2.85,63,AC,22.55,6310.611415
Job 4293,Replace,1.92,90,AC,26.26,6496.423836
Job 4294,Repair,2.59,200,ST,24.45,6590.162085
Job 4295,Repair,2.64,250,AC,25.24,7966.771365
Job 4296,Replace,2.87,90,ST,31.33,9423.19773
Job 4297,Replace,1.61,250,AC,17.53,13406.00662
Job 4298,Replace,1.66,250,AC,22.85,13810.8667
Job 4299,Replace,2.95,200,CI,20.79,21855.16625
Job 4300,Replace,3.12,125,AC,23.1,14390.14969
Job 4301,Replace,1.65,250,CI,19.07,11883.19576
Job 4302,Repair,2.09,90,AC,44.07,3126.359481
Job 4303,Repair,2.62,450,AC,30.12,13988.14817
Job 4304,Replace,1.71,90,ST,28.65,4541.543784
Job 4305,Replace,3.09,450,AC,16.92,42438.68241
Job 4306,Repair,2.31,250,CI,16.41,5692.296095
Job 4307,Repair,3.19,125,AC,37.81,5490.077758
Job 4308,Replace,1.75,63,ST,40.3,4886.577771
Job 4309,Replace,3.18,125,CI,37.07,13509.22818
Job 4310,Replace,2.64,90,CI,9.55,5959.824942
Job 4311,Replace,2.67,90,CI,34.98,9324.986126
Job 4312,Replace,3.26,125,ST,35.93,17450.78909
Job 4313,Repair,1.66,50,AC,13,734.8583235
Job 4314,Replace,1.89,63,AC,30.92,4354.770429
Job 4315,Repair,3.96,125,ST,31.7,5924.599367
Job 4316,Replace,2.8,125,AC,41.29,14202.8957
Job 4317,Repair,2.59,250,ST,16.99,7707.445637
Job 4318,Replace,3.7,90,CI,21.21,13784.7181
Job 4319,Replace,2.65,125,AC,20.79,11365.47266
Job 4320,Replace,4.57,90,CI,22.87,12883.68171
Job 4321,Replace,2.19,125,ST,14.9,10855.84278
Job 4322,Replace,1.79,63,ST,29.98,4025.583047
Job 4323,Repair,1.87,63,AC,30.24,1377.267304
Job 4324,Replace,3.66,63,ST,37.22,10695.97794
Job 4325,Replace,1.24,90,AC,25.2,3669.052212
Job 4326,Repair,2.55,125,AC,15.46,2513.576612
Job 4327,Repair,3.53,200,CI,30.36,9962.036314
Job 4328,Replace,3.65,90,AC,14.14,9913.58472
Job 4329,Replace,2.85,250,ST,32.34,27359.36747
Job 4330,Replace,2.25,63,AC,9.65,2766.190177
Job 4331,Repair,1.28,90,AC,33.41,1804.344726
Job 4332,Replace,2.83,63,AC,31.98,7740.528871
Job 4333,Replace,2.67,450,CI,24.96,40001.56982
Job 4334,Replace,2.34,63,AC,17.85,3840.538603
Job 4335,Replace,1.63,63,AC,16.64,2807.374356
Job 4336,Replace,3.61,63,AC,20.01,7530.330579
Job 4337,Repair,2.85,125,AC,24.97,4777.689584
Job 4338,Replace,2.5,250,AC,31.51,27124.44742
Job 4339,Replace,2.03,125,AC,24.34,9985.085566
Job 4340,Replace,3.56,125,ST,11.27,10121.22799
Job 4341,Replace,3.27,90,AC,32.07,10920.98814
Job 4342,Replace,1.72,63,ST,19,3481.808511
Job 4343,Replace,2.64,250,ST,17.31,20595.21454
Job 4344,Replace,2.86,90,CI,16.67,6585.146349
Job 4345,Repair,3.73,90,AC,49.71,5087.097966
Job 4346,Repair,2.35,63,AC,37.23,2397.84899
Job 4347,Replace,2.19,63,AC,20.86,5056.081178
Job 4348,Repair,3.37,125,AC,31.6,6239.313566
Job 4349,Replace,2.38,315,AC,16.04,21436.22548
Job 4350,Repair,2.47,90,CI,22.68,2590.883305
Job 4351,Repair,3.99,125,ST,28.9,6904.015502
Job 4352,Repair,3.36,90,AC,24.97,3108.719433
Job 4353,Replace,2.81,200,ST,26.2,18805.64548
Job 4354,Replace,4.64,200,AC,27.41,36563.73965
Job 4355,Repair,3.4,250,AC,33.12,12097.35164
Job 4356,Repair,2.09,250,AC,13.87,5486.78829
Job 4357,Replace,2.58,63,CI,20.98,5149.466799
Job 4358,Replace,2.72,315,AC,26.49,24954.28478
Job 4359,Repair,3.68,90,AC,24.23,4109.423643
